     1.000     1.000     1.000     1.000     0.000     1.000     1.000    20.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    19.000     0.000     0.001     0.999     3.000
     0.000     0.000     0.000     0.000     1.000     0.000     1.000    26.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    22.000     1.000     0.000     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     2.000    18.000     0.000     0.001     0.999     3.000
     1.000     0.000     0.000     0.000     0.000     1.000     2.000    18.000     0.065     0.935     0.000     2.000
     1.000     1.000     1.000     1.000     0.000     0.000     2.000    21.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     0.000     0.000     0.000     2.000    27.000     0.004     0.077     0.919     3.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    19.000     1.000     0.000     0.000     1.000
     1.000     0.000     0.000     0.000     0.000     1.000     2.000    29.000     0.065     0.935     0.000     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     2.000    25.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    23.000     1.000     0.000     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    18.000     0.000     0.001     0.999     3.000
     0.000     1.000     0.000     0.000     0.000     0.000     2.000    21.000     0.996     0.000     0.004     1.000
     1.000     0.000     1.000     0.000     0.000     0.000     3.000    21.000     0.062     0.938     0.000     2.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    20.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    21.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    20.000     0.000     0.001     0.999     3.000
     0.000     1.000     1.000     1.000     0.000     1.000     2.000    20.000     0.003     0.000     0.997     3.000
     0.000     1.000     0.000     0.000     0.000     1.000     2.000    21.000     0.979     0.000     0.021     1.000
     1.000     1.000     0.000     1.000     1.000     1.000     1.000    21.000     0.008     0.000     0.992     3.000
     1.000     1.000     1.000     1.000     1.000     0.000     1.000    19.000     0.000     0.000     1.000     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    21.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    20.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    20.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    22.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    24.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    21.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    17.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     0.000     2.000    20.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    20.000     0.000     0.001     0.999     3.000
     1.000     1.000     0.000     0.000     0.000     1.000     1.000    22.000     0.032     0.597     0.371     2.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    20.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    19.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    47.000     0.000     0.001     0.999     3.000
     1.000     1.000     0.000     1.000     0.000     0.000     2.000    20.000     0.003     0.025     0.972     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    21.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    24.000     0.000     0.001     0.999     3.000
     1.000     1.000     0.000     1.000     0.000     1.000     2.000    21.000     0.001     0.021     0.979     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    21.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    18.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    18.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    18.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000    20.000     0.001     0.063     0.937     3.000
     1.000     0.000     0.000     1.000     0.000     1.000     2.000    19.000     0.035     0.965     0.000     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     1.000    19.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     2.000    21.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     2.000    18.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     2.000    18.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    26.000     1.000     0.000     0.000     1.000
     1.000     0.000     0.000     0.000     0.000     0.000     2.000    20.000     0.238     0.762     0.000     2.000
     0.000     0.000     1.000     0.000     0.000     0.000     1.000    23.000     1.000     0.000     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     2.000    19.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     0.000     0.000     0.000     2.000    20.000     0.004     0.077     0.919     3.000
     1.000     1.000     1.000     0.000     0.000     1.000     2.000    19.000     0.001     0.063     0.937     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    18.000     0.000     0.001     0.999     3.000
     0.000     0.000     0.000     0.000     1.000     1.000     2.000    21.000     1.000     0.000     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    17.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    18.000     0.000     0.000     1.000     3.000
     1.000     1.000     0.000     1.000     0.000     0.000     2.000    21.000     0.003     0.025     0.972     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    18.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    18.000     0.000     0.001     0.999     3.000
     0.000     1.000     0.000     0.000     0.000     0.000     2.000    17.000     0.996     0.000     0.004     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     2.000    18.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    18.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     0.000     0.000     2.000    18.000     0.000     0.001     0.999     3.000
     0.000     0.000     0.000     0.000     0.000     1.000     2.000    18.000     1.000     0.000     0.000     1.000
     0.000     1.000     1.000     0.000     1.000     0.000     2.000    20.000     0.969     0.000     0.031     1.000
     0.000     0.000     0.000     0.000     1.000     1.000     2.000    27.000     1.000     0.000     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     2.000    19.000     0.000     0.001     0.999     3.000
     0.000     0.000     0.000     0.000     1.000     1.000     1.000    15.000     1.000     0.000     0.000     1.000
     1.000     0.000     1.000     0.000     0.000     1.000     2.000    15.000     0.015     0.985     0.000     2.000
     1.000     0.000     0.000     0.000     0.000     0.000     1.000    15.000     0.238     0.762     0.000     2.000
     0.000     0.000     0.000     0.000     1.000     1.000     2.000    15.000     1.000     0.000     0.000     1.000
     1.000     1.000     0.000     1.000     0.000     1.000     1.000    15.000     0.001     0.021     0.979     3.000
     1.000     0.000     0.000     0.000     1.000     0.000     1.000    15.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    14.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     2.000    14.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     1.000     1.000    15.000     1.000     0.000     0.000     1.000
     0.000     0.000     1.000     0.000     1.000     1.000     2.000    14.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    15.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     1.000    17.000     1.000     0.000     0.000     1.000
