     0.000     0.000     0.000     0.000     0.000     0.000     2.000    18.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    22.000     1.000     0.000     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     1.000    20.000     0.000     0.001     0.999     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     1.000    20.000     0.000     0.000     1.000     3.000
     0.000     0.000     0.000     1.000     0.000     0.000     1.000    18.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    18.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000    19.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     2.000    23.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    37.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     1.000     2.000    27.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    33.000     1.000     0.000     0.000     1.000
     0.000     1.000     1.000     1.000     0.000     0.000     1.000    34.000     0.015     0.000     0.985     3.000
     1.000     1.000     1.000     1.000     0.000     0.000     1.000    34.000     0.000     0.001     0.999     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     2.000    25.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     1.000    18.000     1.000     0.000     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000    19.000     0.000     0.001     0.999     3.000
     0.000     0.000     0.000     0.000     0.000     1.000     2.000    36.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     2.000    31.000     1.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     1.000    20.000     1.000     0.000     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     2.000    21.000     0.000     0.001     0.999     3.000
     1.000     0.000     0.000     0.000     0.000     1.000     2.000    21.000     0.065     0.935     0.000     2.000
