     1.000     1.000     0.000     0.000     0.000     1.000     0.000     0.295     0.000     0.000     0.705     4.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.653     0.000     0.347     0.000     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     1.000     0.653     0.000     0.347     0.000     1.000
     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.968     0.000     0.000     0.032     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     0.000     1.000     0.000     1.000     0.000     0.980     0.000     0.000     0.020     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     0.000     0.000     1.000     0.000     0.904     0.000     0.000     0.096     1.000
     1.000     0.000     0.000     1.000     0.000     1.000     0.000     0.000     0.017     0.000     0.983     4.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.940     0.000     0.060     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.594     0.000     0.406     2.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.963     0.000     0.037     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.594     0.000     0.406     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.940     0.000     0.060     2.000
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.025     0.000     0.975     4.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.042     0.000     0.958     4.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.999     0.000     0.000     0.001     1.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.852     0.000     0.000     0.148     1.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.965     0.000     0.000     0.035     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.869     0.000     0.131     2.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     0.999     0.000     0.000     0.001     1.000
     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.968     0.000     0.000     0.032     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.009     0.000     0.000     0.991     4.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.999     0.000     0.000     0.001     1.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.999     0.000     0.000     0.001     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.383     0.000     0.617     4.000
     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.109     0.000     0.000     0.891     4.000
     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.869     0.000     0.131     2.000
     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.462     0.000     0.538     0.000     3.000
     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.869     0.000     0.131     2.000
     1.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     4.000
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.025     0.000     0.975     4.000
     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.000     0.801     0.000     0.199     2.000
     1.000     1.000     0.000     1.000     0.000     1.000     0.000     0.980     0.000     0.000     0.020     1.000
     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.214     0.000     0.786     4.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.940     0.000     0.060     2.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.383     0.000     0.617     4.000
     0.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.869     0.000     0.131     2.000
     0.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     0.168     0.000     0.832     4.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.594     0.000     0.406     2.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.963     0.000     0.037     2.000
